acme_code;background_education;department_and_role;level_code;level_name;recruitment_code;recruitment_source_name;reason_dimissal_code;reason_dimissal_name
1826;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1827;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1828;8|Graduate school;5| Presidency|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1829;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1830;8|Graduate school;10|Operations|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1831;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1832;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1833;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1834;8|Graduate school;7|Finance|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1835;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1836;8|Graduate school;9| Commercial|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1837;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1838;8|Graduate school;13|Audit|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1839;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1840;8|Graduate school;13|Audit|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1841;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1842;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1843;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1844;8|Graduate school;9| Commercial|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1845;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1846;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1847;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1848;8|Graduate school;5| Presidency|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1849;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1850;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1851;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1852;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1853;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1854;8|Graduate school;9| Commercial|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1855;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1856;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1857;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1858;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1859;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1860;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1861;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1862;8|Graduate school;10|Operations|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1863;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1864;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1865;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1866;7|Undergraduate degree;12|Controlling|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1867;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1868;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1869;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1870;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1871;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1872;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1873;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1874;8|Graduate school;9| Commercial|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1875;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1876;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1877;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1878;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1879;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1880;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1881;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1882;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1883;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1884;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1885;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1886;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;9;Empregos Online;11;gross misconduct
1887;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1888;8|Graduate school;7|Finance|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1889;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1890;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1891;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1892;8|Graduate school;5| Presidency|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1893;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1894;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1895;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1896;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1897;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1898;8|Graduate school;13|Audit|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1899;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1900;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1901;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1902;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1903;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1904;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1905;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1906;8|Graduate school;12|Controlling|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1907;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1908;8|Graduate school;8|Human Resource|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1909;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1910;8|Graduate school;12|Controlling|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1911;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1912;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1913;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1914;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1915;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1916;8|Graduate school;7|Finance|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1917;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1918;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1919;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1920;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1921;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1922;8|Graduate school;10|Operations|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1923;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1924;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1925;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1926;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1927;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1928;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1929;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1930;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1931;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1932;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1933;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1934;8|Graduate school;10|Operations|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1935;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1936;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1937;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1938;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1939;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1940;8|Graduate school;10|Operations|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1941;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1942;8|Graduate school;9| Commercial|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1943;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1944;7|Undergraduate degree;10|Operations|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1945;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1946;8|Graduate school;7|Finance|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1947;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1948;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1949;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1950;8|Graduate school;10|Operations|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1951;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1952;8|Graduate school;7|Finance|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1953;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1954;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1955;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1956;8|Graduate school;7|Finance|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1957;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1958;8|Graduate school;6|Administration|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1959;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1960;8|Graduate school;10|Operations|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1961;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1962;8|Graduate school;10|Operations|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1963;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1964;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1965;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1966;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1967;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1968;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1969;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1970;8|Graduate school;9| Commercial|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1971;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1972;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1973;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1974;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1975;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1976;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1977;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1978;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1979;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1980;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1981;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1982;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1983;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1984;7|Undergraduate degree;12|Controlling|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1985;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1986;8|Graduate school;7|Finance|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1987;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1988;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1989;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1990;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1991;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1992;8|Graduate school;5| Presidency|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1993;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1994;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1995;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1996;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1997;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;9;performance
1998;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1999;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
2000;8|Graduate school;8|Human Resource|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
2001;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
2002;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
2003;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
2004;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
2005;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
2006;8|Graduate school;13|Audit|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
2007;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
2008;8|Graduate school;10|Operations|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
2009;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
2010;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
2011;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
2012;8|Graduate school;9| Commercial|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
2013;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
2014;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
2015;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
2016;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
2017;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
2018;8|Graduate school;7|Finance|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
2019;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
2020;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
2021;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
2022;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
2023;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
2024;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;15;Website;#N/A;#N/A
2025;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
2026;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
2027;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
2028;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
2029;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
2030;8|Graduate school;7|Finance|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
